time,edge_pct,fog_pct,cloud_pct
191.0,49.1,0.0,50.9
192.0,49.1,0.0,50.9
193.0,48.3,0.0,51.7
194.0,49.2,0.0,50.8
195.0,49.2,0.0,50.8
196.0,49.2,0.0,50.8
197.0,49.2,0.0,50.8
198.0,49.2,0.0,50.8
199.0,49.2,0.0,50.8
200.0,49.2,0.0,50.8
201.0,47.4,0.0,52.6
202.0,48.2,0.0,51.8
203.0,49.1,0.0,50.9
204.0,50.0,0.0,50.0
205.0,50.9,0.0,49.1
206.0,50.9,0.0,49.1
207.0,50.0,0.0,50.0
208.0,50.0,0.0,50.0
209.0,50.0,0.0,50.0
210.0,50.9,0.0,49.1
211.0,50.9,0.0,49.1
212.0,50.9,0.0,49.1
213.0,50.0,0.0,50.0
214.0,49.1,0.0,50.9
215.0,50.0,0.0,50.0
216.0,52.0,0.0,48.0
217.0,49.0,0.0,51.0
218.0,49.0,0.0,51.0
219.0,52.1,0.0,47.9
220.0,52.1,0.0,47.9
221.0,51.1,0.0,48.9
222.0,51.1,0.0,48.9
223.0,48.9,0.0,51.1
224.0,48.9,0.0,51.1
225.0,50.0,0.0,50.0
226.0,51.1,0.0,48.9
227.0,50.0,0.0,50.0
228.0,50.0,0.0,50.0
229.0,50.0,0.0,50.0
230.0,50.0,0.0,50.0
231.0,50.0,0.0,50.0
232.0,50.0,0.0,50.0
233.0,51.1,0.0,48.9
234.0,51.1,0.0,48.9
235.0,51.0,0.0,49.0
236.0,51.0,0.0,49.0
237.0,51.0,0.0,49.0
238.0,50.0,0.0,50.0
239.0,50.0,0.0,50.0
240.0,50.0,0.0,50.0
241.0,49.0,0.0,51.0
242.0,50.0,0.0,50.0
243.0,50.0,0.0,50.0
244.0,51.0,0.0,49.0
245.0,51.0,0.0,49.0
246.0,50.9,0.0,49.1
247.0,50.0,0.0,50.0
248.0,49.1,0.0,50.9
249.0,50.0,0.0,50.0
250.0,52.0,0.0,48.0
251.0,51.0,0.0,49.0
252.0,50.0,0.0,50.0
253.0,51.0,0.0,49.0
254.0,51.1,0.0,48.9
255.0,50.0,0.0,50.0
256.0,51.1,0.0,48.9
257.0,50.0,0.0,50.0
258.0,50.0,0.0,50.0
259.0,51.1,0.0,48.9
260.0,51.1,0.0,48.9
261.0,50.0,0.0,50.0
262.0,50.0,0.0,50.0
263.0,50.0,0.0,50.0
264.0,50.0,0.0,50.0
265.0,48.9,0.0,51.1
266.0,50.0,0.0,50.0
267.0,50.0,0.0,50.0
268.0,50.0,0.0,50.0
269.0,50.0,0.0,50.0
270.0,50.0,0.0,50.0
271.0,50.0,0.0,50.0
272.0,50.0,0.0,50.0
273.0,50.0,0.0,50.0
274.0,50.0,0.0,50.0
275.0,50.0,0.0,50.0
276.0,50.0,0.0,50.0
277.0,50.0,0.0,50.0
278.0,50.0,0.0,50.0
279.0,50.0,0.0,50.0
280.0,50.0,0.0,50.0
281.0,50.0,0.0,50.0
282.0,50.0,0.0,50.0
283.0,50.0,0.0,50.0
284.0,50.0,0.0,50.0
285.0,50.0,0.0,50.0
286.0,50.0,0.0,50.0
287.0,50.0,0.0,50.0
288.0,50.9,0.0,49.1
289.0,50.8,0.0,49.2
290.0,49.2,0.0,50.8
291.0,51.6,0.0,48.4
292.0,50.0,0.0,50.0
293.0,48.3,0.0,51.7
294.0,48.3,0.0,51.7
295.0,48.3,0.0,51.7
296.0,48.3,0.0,51.7
297.0,49.1,0.0,50.9
298.0,49.1,0.0,50.9
299.0,50.0,0.0,50.0
300.0,50.0,0.0,50.0
301.0,50.0,0.0,50.0
302.0,50.9,0.0,49.1
303.0,50.9,0.0,49.1
304.0,52.0,0.0,48.0
305.0,52.1,0.0,47.9
306.0,50.0,0.0,50.0
307.0,51.1,0.0,48.9
308.0,51.2,0.0,48.8
309.0,51.2,0.0,48.8
310.0,48.7,0.0,51.3
311.0,47.4,0.0,52.6
312.0,48.6,0.0,51.4
313.0,48.6,0.0,51.4
314.0,48.6,0.0,51.4
315.0,50.0,0.0,50.0
316.0,48.5,0.0,51.5
317.0,48.5,0.0,51.5
318.0,48.5,0.0,51.5
319.0,48.5,0.0,51.5
320.0,48.5,0.0,51.5
321.0,48.5,0.0,51.5
322.0,48.5,0.0,51.5
323.0,48.5,0.0,51.5
324.0,48.5,0.0,51.5
325.0,48.5,0.0,51.5
326.0,48.5,0.0,51.5
327.0,50.0,0.0,50.0
328.0,50.0,0.0,50.0
329.0,50.0,0.0,50.0
330.0,50.0,0.0,50.0
331.0,50.0,0.0,50.0
332.0,51.6,0.0,48.4
333.0,51.6,0.0,48.4
334.0,50.0,0.0,50.0
335.0,50.0,0.0,50.0
336.0,50.0,0.0,50.0
337.0,51.9,0.0,48.1
338.0,51.9,0.0,48.1
339.0,48.0,0.0,52.0
340.0,48.0,0.0,52.0
341.0,50.0,0.0,50.0
342.0,50.0,0.0,50.0
343.0,50.0,0.0,50.0
344.0,55.0,0.0,45.0
345.0,55.0,0.0,45.0
346.0,55.6,0.0,44.4
347.0,52.9,0.0,47.1
348.0,52.9,0.0,47.1
349.0,53.3,0.0,46.7
350.0,53.3,0.0,46.7
351.0,53.3,0.0,46.7
352.0,50.0,0.0,50.0
353.0,50.0,0.0,50.0
354.0,50.0,0.0,50.0
355.0,50.0,0.0,50.0
356.0,50.0,0.0,50.0
357.0,50.0,0.0,50.0
358.0,50.0,0.0,50.0
359.0,50.0,0.0,50.0
360.0,50.0,0.0,50.0
361.0,50.0,0.0,50.0
362.0,50.0,0.0,50.0
363.0,50.0,0.0,50.0
364.0,50.0,0.0,50.0
365.0,50.0,0.0,50.0
